Delay,Noise,Average Polar Orderparameter,Average Polar Orderparameter Squared,Average Polar Orderparameter Fourth Power,Variance,Binder,snapshotPath,timeseriesPath
1,0.613,0.0484985670182581,0.0036672842704479,3.05154698840084e-05,0.0013151732676235,0.2436729110363777,data/outputImages/snapshots/delay_1/Noise=0.613000_Delay=1.png,data/observables/delay_1/out_N_131072_delayTime_1_eta_0.613000.csv
1,0.614,0.0381783619852727,0.002336225889108,1.5239178079988118e-05,0.0008786385652295,0.0692980479697646,data/outputImages/snapshots/delay_1/Noise=0.614000_Delay=1.png,data/observables/delay_1/out_N_131072_delayTime_1_eta_0.614000.csv
1,0.615,0.0194597442814883,0.0006337964023586,2.191944317281233e-06,0.0002551147548577,-0.8188995829654502,data/outputImages/snapshots/delay_1/Noise=0.615000_Delay=1.png,data/observables/delay_1/out_N_131072_delayTime_1_eta_0.615000.csv
1,0.616,0.0160564783221582,0.0003572430814428,4.248146072974737e-07,9.943258533286371e-05,-0.10955933943225,data/outputImages/snapshots/delay_1/Noise=0.616000_Delay=1.png,data/observables/delay_1/out_N_131072_delayTime_1_eta_0.616000.csv
1,0.617,0.0137604096650156,0.0002420975006352,1.1875136125406105e-07,5.27486264861714e-05,0.3246378301344572,data/outputImages/snapshots/delay_1/Noise=0.617000_Delay=1.png,data/observables/delay_1/out_N_131072_delayTime_1_eta_0.617000.csv
1,0.618,0.0129604986694547,0.0002144676302249,9.342889253142581e-08,4.649310446400013e-05,0.3229255274040954,data/outputImages/snapshots/delay_1/Noise=0.618000_Delay=1.png,data/observables/delay_1/out_N_131072_delayTime_1_eta_0.618000.csv
1,0.619,0.0123925948972455,0.0001964332721993,7.862516741902986e-08,4.285686391208466e-05,0.3207803744076466,data/outputImages/snapshots/delay_1/Noise=0.619000_Delay=1.png,data/observables/delay_1/out_N_131072_delayTime_1_eta_0.619000.csv
1,0.62,0.011772144787579,0.0001771198502002,6.36045375772536e-08,3.853645730055795e-05,0.3241779266890866,data/outputImages/snapshots/delay_1/Noise=0.620000_Delay=1.png,data/observables/delay_1/out_N_131072_delayTime_1_eta_0.620000.csv
1,0.63,0.0082829825308409,8.80327445708095e-05,1.6106066262748753e-08,1.942494496459233e-05,0.3072448821117303,data/outputImages/snapshots/delay_1/Noise=0.630000_Delay=1.png,data/observables/delay_1/out_N_131072_delayTime_1_eta_0.630000.csv
1,0.64,0.00655875017269,5.467568882318989e-05,5.918493965364893e-09,1.165848499542879e-05,0.3400645955991743,data/outputImages/snapshots/delay_1/Noise=0.640000_Delay=1.png,data/observables/delay_1/out_N_131072_delayTime_1_eta_0.640000.csv
1,0.65,0.005696276492855,4.107601176400797e-05,3.316691592648038e-09,8.628445880955516e-06,0.3447495980211911,data/outputImages/snapshots/delay_1/Noise=0.650000_Delay=1.png,data/observables/delay_1/out_N_131072_delayTime_1_eta_0.650000.csv
1,0.66,0.005114389529073,3.322356784853231e-05,2.1826002334190227e-09,7.066587593440765e-06,0.3408862004058091,data/outputImages/snapshots/delay_1/Noise=0.660000_Delay=1.png,data/observables/delay_1/out_N_131072_delayTime_1_eta_0.660000.csv
1,0.67,0.004603888689323,2.714166597260653e-05,1.496224734471952e-09,5.945874908930279e-06,0.3229783259134722,data/outputImages/snapshots/delay_1/Noise=0.670000_Delay=1.png,data/observables/delay_1/out_N_131072_delayTime_1_eta_0.670000.csv
1,0.68,0.0042746952165369,2.328083244502764e-05,1.0861500546180055e-09,5.007813250743337e-06,0.3320075355168815,data/outputImages/snapshots/delay_1/Noise=0.680000_Delay=1.png,data/observables/delay_1/out_N_131072_delayTime_1_eta_0.680000.csv
1,0.69,0.004022251041481,2.0573193370056923e-05,8.429499734558795e-10,4.394689929361931e-06,0.3361390388047517,data/outputImages/snapshots/delay_1/Noise=0.690000_Delay=1.png,data/observables/delay_1/out_N_131072_delayTime_1_eta_0.690000.csv
1,0.7,0.0037892029645138,1.8314539184887023e-05,6.79043523376239e-10,3.9564800786061e-06,0.325185563439277,data/outputImages/snapshots/delay_1/Noise=0.700000_Delay=1.png,data/observables/delay_1/out_N_131072_delayTime_1_eta_0.700000.csv
3,0.5,0.5228214610100002,0.27334604628,0.074722179793,3.76618736891432e-06,0.6666482919210517,data/outputImages/snapshots/delay_3/Noise=0.400000_Delay=3.png,data/observables/delay_3/out_N_131072_delayTime_3_eta_0.500000.csv
3,0.51,0.50502876868,0.2550579125199999,0.065058470909,3.8553255629625305e-06,0.6666465185980037,data/outputImages/snapshots/delay_3/Noise=0.405000_Delay=3.png,data/observables/delay_3/out_N_131072_delayTime_3_eta_0.510000.csv
3,0.52,0.4842530700799999,0.2345059871,0.054997698801,4.951218094656484e-06,0.6666385369631209,data/outputImages/snapshots/delay_3/Noise=0.410000_Delay=3.png,data/observables/delay_3/out_N_131072_delayTime_3_eta_0.520000.csv
3,0.53,0.46480356949,0.21604759887,0.0466810941209999,5.240659354671662e-06,0.6666343225020254,data/outputImages/snapshots/delay_3/Noise=0.415000_Delay=3.png,data/observables/delay_3/out_N_131072_delayTime_3_eta_0.530000.csv
3,0.54,0.4442853493799999,0.19739493743,0.038969075501,5.465756291345159e-06,0.6666297600031421,data/outputImages/snapshots/delay_3/Noise=0.420000_Delay=3.png,data/observables/delay_3/out_N_131072_delayTime_3_eta_0.540000.csv
3,0.55,0.4022033514499999,0.16177867789,0.026179546539,1.1141972387801458e-05,0.6665748914185361,data/outputImages/snapshots/delay_3/Noise=0.425000_Delay=3.png,data/observables/delay_3/out_N_131072_delayTime_3_eta_0.550000.csv
3,0.56,0.37624103897,0.14156825445,0.020047761736,1.093504477495122e-05,0.666563696227829,data/outputImages/snapshots/delay_3/Noise=0.430000_Delay=3.png,data/observables/delay_3/out_N_131072_delayTime_3_eta_0.560000.csv
3,0.57,0.37652015377,0.14177663915,0.020105833942,9.212955015519553e-06,0.6665801264749927,data/outputImages/snapshots/delay_3/Noise=0.435000_Delay=3.png,data/observables/delay_3/out_N_131072_delayTime_3_eta_0.570000.csv
3,0.58,0.35100524084,0.12321308946,0.015185609147,8.410362853539244e-06,0.66657568439302,data/outputImages/snapshots/delay_3/Noise=0.440000_Delay=3.png,data/observables/delay_3/out_N_131072_delayTime_3_eta_0.580000.csv
3,0.59,0.31846484323,0.101488073727,0.0103273952675,6.821735349153701e-05,0.6657745431698665,data/outputImages/snapshots/delay_3/Noise=0.445000_Delay=3.png,data/observables/delay_3/out_N_131072_delayTime_3_eta_0.590000.csv
3,0.6,0.29787416622,0.088738602871,0.0078779384511,9.583969739823672e-06,0.6665227932146494,data/outputImages/snapshots/delay_3/Noise=0.450000_Delay=3.png,data/observables/delay_3/out_N_131072_delayTime_3_eta_0.600000.csv
3,0.61,0.26676253338,0.071182401072,0.005072610557,2.0151856684386127e-05,0.6662932433186214,data/outputImages/snapshots/delay_3/Noise=0.455000_Delay=3.png,data/observables/delay_3/out_N_131072_delayTime_3_eta_0.610000.csv
3,0.62,0.23589307455,0.055657203043,0.0031003173635,1.1660422348132304e-05,0.6663876324767777,data/outputImages/snapshots/delay_3/Noise=0.460000_Delay=3.png,data/observables/delay_3/out_N_131072_delayTime_3_eta_0.620000.csv
3,0.63,0.2013958125699999,0.040577710315,0.0016493674229,1.743699426944023e-05,0.6660964142177542,data/outputImages/snapshots/delay_3/Noise=0.465000_Delay=3.png,data/observables/delay_3/out_N_131072_delayTime_3_eta_0.630000.csv
3,0.64,0.1652701117599999,0.027336458984,0.00074969393257,2.2249142837119096e-05,0.6655907931146656,data/outputImages/snapshots/delay_3/Noise=0.470000_Delay=3.png,data/observables/delay_3/out_N_131072_delayTime_3_eta_0.640000.csv
3,0.65,0.1227799431999999,0.015110723732,0.000230442032822,3.58092798047778e-05,0.6635892137856485,data/outputImages/snapshots/delay_3/Noise=0.475000_Delay=3.png,data/observables/delay_3/out_N_131072_delayTime_3_eta_0.650000.csv
3,0.66,0.084589298311,0.0071755255616999,5.2062540328000005e-05,2.017617295265242e-05,0.6629481861309756,data/outputImages/snapshots/delay_3/Noise=0.480000_Delay=3.png,data/observables/delay_3/out_N_131072_delayTime_3_eta_0.660000.csv
3,0.661,0.081366806823,0.0066386320452,4.4548991774e-05,1.807479262860151e-05,0.663054679765799,data/outputImages/snapshots/delay_3/Noise=0.485000_Delay=3.png,data/observables/delay_3/out_N_131072_delayTime_3_eta_0.661000.csv
3,0.662,0.0776775160529999,0.0060518795352999,3.7061841356e-05,1.8083035135929224e-05,0.6626931284202842,data/outputImages/snapshots/delay_3/Noise=0.490000_Delay=3.png,data/observables/delay_3/out_N_131072_delayTime_3_eta_0.662000.csv
3,0.663,0.074266814789,0.0055368905864,3.1126383964e-05,2.1330807496370945e-05,0.6615647955371204,data/outputImages/snapshots/delay_3/Noise=0.495000_Delay=3.png,data/observables/delay_3/out_N_131072_delayTime_3_eta_0.663000.csv
3,0.664,0.0707536446629999,0.0050224577995999,2.5551512007500003e-05,1.6379566501931696e-05,0.6623531074583635,data/outputImages/snapshots/delay_3/Noise=0.500000_Delay=3.png,data/observables/delay_3/out_N_131072_delayTime_3_eta_0.664000.csv
3,0.665,0.0662699524732973,0.0044095358031552,1.975827861868053e-05,1.7829202342159976e-05,0.6612790145648022,data/outputImages/snapshots/delay_3/Noise=0.510000_Delay=3.png,data/observables/delay_3/out_N_131072_delayTime_3_eta_0.665000.csv
3,0.6652,0.065562923998388,0.004317330255502,1.896347474019716e-05,1.883325228364905e-05,0.6608700702238945,data/outputImages/snapshots/delay_3/Noise=0.520000_Delay=3.png,data/observables/delay_3/out_N_131072_delayTime_3_eta_0.665200.csv
3,0.6654,0.0642046774572576,0.004145594815756,1.7551496413339144e-05,2.3354208365557183e-05,0.6595767685950604,data/outputImages/snapshots/delay_3/Noise=0.530000_Delay=3.png,data/observables/delay_3/out_N_131072_delayTime_3_eta_0.665400.csv
3,0.6656,0.0639060230568103,0.0041015393790846,1.7109339531790794e-05,1.755959614708081e-05,0.6609855428058451,data/outputImages/snapshots/delay_3/Noise=0.540000_Delay=3.png,data/observables/delay_3/out_N_131072_delayTime_3_eta_0.665600.csv
3,0.6658,0.0632256456947471,0.0040158595830148,1.6420961096753196e-05,1.83773094971796e-05,0.6605934029752021,data/outputImages/snapshots/delay_3/Noise=0.550000_Delay=3.png,data/observables/delay_3/out_N_131072_delayTime_3_eta_0.665800.csv
