0	194.204	122.361	0.96031	
1	142.82	18.4239	0.35704	
2	255.535	137.124	-0.630919	
3	225.032	194.23	-2.96426	
4	128.521	188.23	3.01758	
5	251.936	23.3672	1.37699	
6	135.655	213.193	0.803865	
7	61.6971	134.473	1.83907	
8	32.0943	9.64862	1.66513	
9	176.703	118.655	2.08134	
10	215.863	10.5285	1.99233	
11	88.5801	208.377	0.993957	
12	171.736	197.953	0.105192	
13	73.3971	87.5713	0.265149	
14	12.815	84.4367	0.907179	
15	173.361	190.29	0.990687	
16	148.764	23.4358	0.0547976	
17	176.902	104.897	-1.49291	
18	82.1843	140.451	1.90771	
19	131.424	48.9616	-1.23752	
20	110.35	201.683	2.12277	
21	42.7696	131.468	0.740945	
22	44.6804	141.814	-2.95909	
23	6.24527	203.987	2.82999	
24	35.3834	206.427	-0.223884	
25	48.8889	199.467	2.4089	
26	19.0264	15.4021	1.35996	
27	240.655	203.739	-0.216573	
28	117.414	213.513	2.3479	
29	95.1098	213.718	0.16874	
30	122.676	128.269	3.11083	
31	129.03	240.283	0.439175	
32	180.569	142.626	2.63422	
33	41.4693	143.854	2.52815	
34	30.5749	111.17	2.43324	
35	141.051	8.3385	0.220084	
36	10.2409	47.85	2.47569	
37	9.9323	134.001	2.04267	
38	39.6181	23.7464	1.96242	
39	252.713	132.883	-2.84606	
40	225.795	20.3446	0.620197	
41	78.2831	205.976	1.04387	
42	41.7328	34.2116	2.32025	
43	153.117	126.204	0.905786	
44	84.6365	22.3916	-2.4674	
45	49.0698	212.538	0.00983526	
46	178.983	141.88	0.531977	
47	240.851	196.34	-1.09743	
48	80.449	113.978	2.54255	
49	192.243	192.006	-0.451917	
50	210.43	219.587	2.27569	
51	85.7399	199.375	2.3167	
52	53.7574	124.994	2.12483	
53	158.131	143.497	0.73513	
54	156.899	142.634	1.07155	
55	64.8727	15.0422	2.73736	
56	154.192	198.49	1.73605	
57	58.7767	200.354	1.44089	
58	140.857	195.606	0.675034	
59	6.40429	134.022	1.15905	
60	16.3953	204.373	0.887361	
61	94.9032	15.6589	1.54707	
62	188.118	212.977	2.68078	
63	6.3975	122.37	-2.96044	
64	154.429	143.159	1.6021	
65	12.8261	216.063	2.94634	
66	186.894	254.855	-0.206537	
67	11.8753	196.291	2.04469	
68	183.074	128.501	2.26959	
69	176.657	139.077	1.73655	
70	159.276	118.106	1.64988	
71	152.066	74.9457	-1.39936	
72	253.08	207.056	-2.95623	
73	156.179	202.663	-3.05524	
