0	121.412	45.0479	-1.37603	
1	198.468	146.423	-1.42703	
2	63.7946	4.28655	-1.29881	
3	206.367	224.178	-1.96299	
4	18.2093	132.206	1.05473	
5	43.0504	171.248	0.0259678	
6	6.43368	218.405	0.475255	
7	52.978	61.8869	-0.864468	
8	45.9785	32.0907	0.412561	
9	100.604	198.456	-1.0986	
10	167.403	251.772	-3.03114	
11	110.348	128.963	-0.416005	
12	167.804	141.071	0.944079	
13	201.96	14.4161	-1.2182	
14	30.88	142.208	0.617293	
15	76.7233	119.019	-0.591449	
16	155.645	24.1957	1.95119	
17	72.5256	80.1124	-1.31687	
18	1.66501	108.64	-1.80591	
19	118.405	154.933	1.59403	
20	190.586	117.764	-0.56257	
21	150.103	104.612	-2.17551	
22	243.546	141.566	-2.0425	
23	209.784	23.3281	-2.01618	
24	209.558	161.065	-1.09122	
25	81.7322	77.167	-0.935111	
26	49.6853	40.6632	0.565835	
27	71.2413	183.685	-0.953965	
28	17.1185	238.377	-2.59833	
29	17.6942	251.409	0.0858392	
30	80.2515	209.771	-0.411182	
31	82.0328	87.7512	-0.833589	
32	36.8553	136.38	1.16255	
33	58.6649	163.794	0.595653	
34	178.555	182.099	0.178562	
35	247.302	71.7311	-0.812283	
36	254.17	229.971	0.298037	
37	21.186	249.82	-0.0580176	
38	58.4386	62.4637	-1.02496	
39	224.406	76.4676	-0.799822	
40	9.44664	73.1631	2.53863	
41	65.0065	141.207	0.883044	
42	96.9199	95.3392	-0.0572727	
43	161.975	78.5596	0.172177	
44	71.6083	87.6894	-1.91142	
45	173.26	215.255	-0.69797	
46	116.041	228.799	2.06808	
47	37.3357	150.179	0.225474	
48	188.074	116.295	-0.971928	
49	67.6112	50.274	-0.32487	
50	236.425	103.459	-2.75274	
51	177.881	18.4914	2.19514	
52	218.348	18.8603	-2.07359	
53	18.8746	235.251	-0.427722	
54	58.8064	50.4565	-1.60391	
55	194.692	135.561	-1.21506	
56	52.955	13.1517	2.04551	
57	125.454	150.587	-1.01081	
58	143.483	96.7723	0.619095	
59	84.1507	127.605	1.2858	
60	221.929	199.025	1.9567	
61	213.181	29.2527	-2.05037	
62	119.938	8.66346	-0.212279	
63	91.1643	223.283	0.513729	
64	162.415	82.1729	-0.523692	
65	161.211	104.355	0.185176	
66	21.7192	128.365	-0.897664	
67	250.024	49.5475	1.9528	
68	120.35	168.884	0.761102	
69	1.01336	212.399	-0.473066	
70	246.566	74.2204	0.974402	
71	94.1068	145.619	-2.44464	
72	134.977	21.9472	-1.85538	
73	56.2409	197.597	-0.386603	
74	28.0007	235.264	-1.1553	
75	116.054	148.236	-0.800722	
76	232.845	180.621	0.476108	
77	185.095	161.342	3.06957	
78	232.602	83.8025	-0.526888	
79	209.655	9.66296	-1.01567	
80	75.1256	216.701	-2.8424	
81	77.1829	199.298	-0.252414	
82	2.77613	219.297	-0.425225	
83	161.883	88.0339	-1.38244	
84	161.385	68.1473	-0.29016	
85	103.457	193.426	-2.39906	
86	84.9056	77.9746	-0.090359	
87	226.571	49.1285	-1.8281	
88	108.57	50.241	-0.99028	
89	153.063	225.032	-2.93796	
90	138.037	37.5833	-2.50922	
91	204.768	24.8396	-0.853254	
92	210.892	23.6376	-0.42404	
93	219.909	71.7961	1.7287	
94	200.945	187.659	-1.18797	
95	34.0539	142.242	1.42163	
96	179.129	230.399	-1.38737	
97	43.4721	40.2948	-1.38352	
98	105.522	121.639	-1.0315	
99	49.0032	57.124	-0.834441	
100	132	97.7378	-0.891897	
101	180.861	73.2951	-2.91611	
102	11.9018	139.23	1.15988	
103	183.344	102.608	-0.624984	
104	69.5818	220.749	0.457126	
105	94.1756	248.665	1.01421	
106	124.981	248.661	-1.60826	
107	101.604	84.1283	-0.0617423	
108	152.749	243.919	-1.99962	
109	71.401	71.4157	0.162007	
110	105.099	247.369	-1.09207	
111	84.8718	95.6548	0.255419	
112	142.308	44.2333	1.12434	
113	106.026	112.065	0.520119	
114	114.485	140.861	-2.25405	
115	125.342	238.06	1.02473	
116	0.435494	201.776	-1.8079	
117	151.41	122.78	-2.92656	
118	17.6142	121.784	-1.10048	
119	212.14	148.837	0.420839	
120	221.539	153.532	-0.693115	
121	255.377	217.844	1.24191	
122	89.2497	224.345	-1.54118	
123	6.27782	59.948	1.08857	
124	114.197	139.992	-2.71967	
125	61.6761	44.0888	0.357511	
126	105.844	118.212	-2.01298	
127	233.445	18.3354	0.131734	
