0	212.672	122.717	-1.22292	
1	236.385	116.554	-2.37448	
2	129.195	244.606	1.11893	
3	155.667	197.428	0.284681	
4	182.675	240.043	1.5117	
5	2.45493	33.1295	-2.23328	
6	64.6079	104.347	-2.64493	
7	16.0635	74.039	-2.69539	
8	11.5656	116.794	-2.07401	
9	227.36	255.586	-2.86709	
10	222.505	175.229	2.27629	
11	241.819	231.279	-0.750085	
12	45.5394	97.606	-2.20974	
13	138.322	219.598	-3.08098	
14	9.51544	209.539	1.1609	
15	244.068	73.9365	-2.2672	
16	230.453	29.9439	0.995916	
17	121.089	105.287	-2.88266	
18	58.3312	59.3266	2.95362	
19	59.0012	246.513	2.96023	
20	129.151	95.465	-1.24475	
21	199.847	158.721	-2.58464	
22	40.0768	6.40687	1.99029	
23	25.9578	37.7778	-0.235568	
24	23.8088	70.9036	-1.45101	
25	128.111	241.627	0.67198	
26	163.339	189.611	2.16006	
27	45.6847	93.6245	3.00075	
28	23.276	248.864	-2.88837	
29	227.528	128.175	2.42411	
30	63.4711	144.391	-2.52579	
31	32.1495	165.172	-2.86554	
32	249.649	225.229	-2.39727	
33	202.453	139.77	-3.01178	
34	148.11	171.985	-2.85631	
35	198.701	50.2667	-1.49446	
36	159.164	30.9128	0.970055	
37	232.385	176.396	-1.06596	
38	24.4405	212.232	2.46626	
39	115.693	95.6756	-1.92914	
40	93.8925	141.448	-0.246259	
41	73.9181	85.5404	-0.815688	
42	187.52	139.747	0.966965	
43	108.34	255.448	1.90359	
44	32.5718	114.632	0.738232	
45	35.1364	112.62	1.35259	
46	79.0382	168.212	0.406799	
47	97.1865	21.0355	-1.91886	
48	181.726	205.946	1.30697	
49	241.625	82.7274	-0.966795	
50	88.2373	84.8814	-0.392353	
51	200.369	57.7883	2.56835	
52	192.411	247.18	1.23592	
53	62.401	111.895	-1.4826	
54	73.3755	84.0696	-0.675976	
55	211.564	131.167	2.6712	
56	110.7	56.5359	2.73291	
57	107.624	44.669	2.37016	
58	46.5882	12.1529	2.25224	
59	0.670248	82.5401	-0.945062	
60	81.3148	39.0411	0.852607	
61	128.12	34.8319	-3.1347	
62	144.336	200.892	-0.175454	
63	111.3	56.7752	2.00554	
64	159.525	103.902	-0.584445	
65	32.6293	106.594	-2.08121	
66	127.316	251.512	-0.16968	
67	146.022	162.927	1.17422	
68	24.5164	130.699	-3.02073	
69	17.2968	10.1621	0.496581	
70	215.176	48.9871	-0.96331	
71	148.81	52.8725	-1.98464	
72	48.4485	191.891	1.86574	
73	49.1499	9.22524	-2.94193	
74	221.008	113.159	-0.136189	
75	51.2182	94.8221	3.06563	
76	123.134	76.3469	-0.555661	
77	105.435	103.502	-0.596742	
78	165.31	149.723	-0.799714	
79	74.6449	204.299	2.633	
80	9.94176	56.8679	-1.32224	
81	102.122	149.631	-0.904586	
82	184.92	31.0866	-1.10343	
83	229.787	15.3654	-1.25841	
84	211.351	191.49	-1.2706	
85	251.958	46.2697	2.79032	
86	151.634	49.8489	0.563416	
