Delay,Noise,Average Polar Orderparameter,Average Polar Orderparameter Squared,Average Polar Orderparameter Fourth Power,Variance,Binder,snapshotPath,timeseriesPath,Custom
3,0.583,0.3394321021599999,0.11522540348,0.013282062392,1.1251503243339678e-05,0.6665368977356664,data/outputImages/snapshots/delay_3/delayTime=3_noiseStrength=0.5830.png,data/outputImages/timeSeries/delay_3/delayTime=3_noiseStrength=0.5830.png,563
3,0.584,0.3381140877999999,0.11433714164,0.0130802589,1.6005271173930025e-05,0.6664811200786036,data/outputImages/snapshots/delay_3/delayTime=3_noiseStrength=0.5840.png,data/outputImages/timeSeries/delay_3/delayTime=3_noiseStrength=0.5840.png,564
3,0.585,0.3207610053599999,0.102951953592,0.0106256710095999,6.433103244207761e-05,0.6658311790847348,data/outputImages/snapshots/delay_3/delayTime=3_noiseStrength=0.5850.png,data/outputImages/timeSeries/delay_3/delayTime=3_noiseStrength=0.5850.png,565
3,0.586,0.31585866704,0.099799727916,0.0099731057032,3.303037171444034e-05,0.6662275759725651,data/outputImages/snapshots/delay_3/delayTime=3_noiseStrength=0.5860.png,data/outputImages/timeSeries/delay_3/delayTime=3_noiseStrength=0.5860.png,566
3,0.587,0.33097045068,0.109559438256,0.0120111226095999,1.7999032677698534e-05,0.6664486122449559,data/outputImages/snapshots/delay_3/delayTime=3_noiseStrength=0.5870.png,data/outputImages/timeSeries/delay_3/delayTime=3_noiseStrength=0.5870.png,567
3,0.588,0.30592238864,0.093613652592,0.0087728999008,2.5144720796801967e-05,0.6663097342346709,data/outputImages/snapshots/delay_3/delayTime=3_noiseStrength=0.5880.png,data/outputImages/timeSeries/delay_3/delayTime=3_noiseStrength=0.5880.png,568
3,0.589,0.31767971616,0.1009414345879999,0.010197589982,2.103252850181592e-05,0.6663913167065496,data/outputImages/snapshots/delay_3/delayTime=3_noiseStrength=0.5890.png,data/outputImages/timeSeries/delay_3/delayTime=3_noiseStrength=0.5890.png,569
3,0.59,0.3209494532666666,0.1030618423025641,0.0106432999528205,5.32907503918989e-05,0.6659901733850923,data/outputImages/snapshots/delay_3/delayTime=3_noiseStrength=0.5900.png,data/outputImages/timeSeries/delay_3/delayTime=3_noiseStrength=0.5900.png,570
3,0.591,0.29170897664,0.085113457428,0.00725087288,1.933037564390283e-05,0.6663642567685111,data/outputImages/snapshots/delay_3/delayTime=3_noiseStrength=0.5910.png,data/outputImages/timeSeries/delay_3/delayTime=3_noiseStrength=0.5910.png,571
3,0.592,0.29272012544,0.0856996683119999,0.0073494281139999,1.459647439062961e-05,0.6664399659301136,data/outputImages/snapshots/delay_3/delayTime=3_noiseStrength=0.5920.png,data/outputImages/timeSeries/delay_3/delayTime=3_noiseStrength=0.5920.png,572
3,0.593,0.2971923972,0.088348175012,0.0078141485136,2.485405851743172e-05,0.6662930584117965,data/outputImages/snapshots/delay_3/delayTime=3_noiseStrength=0.5930.png,data/outputImages/timeSeries/delay_3/delayTime=3_noiseStrength=0.5930.png,573
3,0.594,0.2976024367599999,0.0885901534279999,0.0078562640592,2.29430625102306e-05,0.6663248150689145,data/outputImages/snapshots/delay_3/delayTime=3_noiseStrength=0.5940.png,data/outputImages/timeSeries/delay_3/delayTime=3_noiseStrength=0.5940.png,574
3,0.595,0.29162681564,0.085068035692,0.0072439633779999,2.183609167345779e-05,0.6663261425052157,data/outputImages/snapshots/delay_3/delayTime=3_noiseStrength=0.5950.png,data/outputImages/timeSeries/delay_3/delayTime=3_noiseStrength=0.5950.png,575
3,0.596,0.3040895926799999,0.092500984872,0.0085675122155999,3.0504495711708435e-05,0.6662350220649575,data/outputImages/snapshots/delay_3/delayTime=3_noiseStrength=0.5960.png,data/outputImages/timeSeries/delay_3/delayTime=3_noiseStrength=0.5960.png,576
3,0.597,0.299884702,0.089983695904,0.008115716504,5.286141037118275e-05,0.6658988586506761,data/outputImages/snapshots/delay_3/delayTime=3_noiseStrength=0.5970.png,data/outputImages/timeSeries/delay_3/delayTime=3_noiseStrength=0.5970.png,577
3,0.598,0.29994000912,0.089990517636,0.0081076960196,2.6508565094313097e-05,0.6662796404584774,data/outputImages/snapshots/delay_3/delayTime=3_noiseStrength=0.5980.png,data/outputImages/timeSeries/delay_3/delayTime=3_noiseStrength=0.5980.png,578
